947,158       ,CONO TERCIA                   ,CONO TERCIA                                                                                         ,110,5,,,1.25,,,,,,,
948,157       ,NARANJA HELADA                ,NARANJA HELADA                                                                                      ,110,5,,,2.65,,,,,,,
949,156       ,LIMON HELADO                  ,LIMON HELADO                                                                                        ,110,5,,,2.65,,,,,,,
950,154       ,GRAN BOMBIN                   ,GRAN BOMBIN                                                                                         ,110,5,,,1.25,,,,,,,
951,153       ,PIRAMIDE NATA                 ,PIRAMIDE NATA                                                                                       ,110,5,,,1.20,,,,,,,
952,152       ,PIRAMIDE ALMENDRADO           ,PIRAMIDE ALMENDRADO                                                                                 ,110,5,,,1.45,,,,,,,
953,1008      ,GRAN BOMBON CRACK             ,GRAN BOMBON CRACK                                                                                   ,110,5,,,1.80,,,,,,,
954,1006      ,JICONO NATA                   ,JICONO NATA                                                                                         ,110,5,,,1.60,,,,,,,
955,1004      ,JICONO TURRON                 ,JICONO TURRON                                                                                       ,110,5,,,1.60,,,,,,,
956,1003      ,JICONO CHOCO TRUFA            ,JICONO CHOCO TRUFA                                                                                  ,110,5,,,1.60,,,,,,,
957,1002      ,GRAN BOMBON ALMENDRADO        ,GRAN BOMBON ALMENDRADO                                                                              ,110,5,,,1.60,,,,,,,
958,1001      ,GRAN BOMBON SIN AZUCAR        ,GRAN BOMBON SIN AZUCAR                                                                              ,110,5,,,1.60,,,,,,,
959,180       ,POLO DE CHOCOLATE             ,POLO DE CHOCOLATE                                                                                   ,110,5,,,0.85,,,,,,,
960,179       ,POLO DE NARANJA               ,POLO DE NARANJA                                                                                     ,110,5,,,0.85,,,,,,,
961,178       ,POLO DE FRESA                 ,POLO DE FRESA                                                                                       ,110,5,,,0.85,,,,,,,
962,155       ,POLO LA TERCIA                ,POLO LA TERCIA                                                                                      ,110,5,,,0.85,,,,,,,
963,151       ,POLO VARIOS SABORES           ,POLO VARIOS SABORES                                                                                 ,110,5,,,0.85,,,,,,,
964,150       ,POLO DE ARROZ CON LECHE       ,POLO DE ARROZ CON LECHE                                                                             ,110,5,,,0.85,,,,,,,
965,118       ,BOLA ADICIONAL GRANDE (60)    ,BOLA ADICIONAL GRANDE (60)                                                                          ,120,5,,,1.90,,,,,,,
966,117       ,BOLA ADICIONAL MEDIANA (50)   ,BOLA ADICIONAL MEDIANA (50)                                                                         ,120,5,,,1.05,,,,,,,
967,116       ,BOLA ADICIONAL PEQUE¥A (40 MM),BOLA ADICIONAL PEQUE¥A (40 MM)                                                                      ,120,5,,,1.05,,,,,,,
968,111       ,BARQUILLO GRANDE              ,BARQUILLO GRANDE                                                                                    ,120,5,,,1.90,,,,,,,
969,107       ,TULIPA VACIA                  ,TULIPA VACIA                                                                                        ,120,5,,,0.55,,,,,,,
970,106       ,TULIPA DOS BOLAS              ,TULIPA DOS BOLAS                                                                                    ,120,5,,,2.10,,,,,,,
971,105       ,TULIPA 3 BOLAS                ,TULIPA 3 BOLAS                                                                                      ,120,5,,,2.95,,,,,,,
972,104       ,MACETA UNA BOLA               ,MACETA UNA BOLA                                                                                     ,120,5,,,1.05,,,,,,,
973,101       ,BARQUILLO MEDIANO             ,BARQUILLO MEDIANO                                                                                   ,120,5,,,1.50,,,,,,,
974,100       ,BARQUILLO PEQUE¥O             ,BARQUILLO PEQUE¥O                                                                                   ,120,5,,,1.25,,,,,,,
975,61        ,TARRINA 1/2 LITRO             ,TARRINA 1/2 LITRO                                                                                   ,120,5,,,4.00,,,,,,,
978,112       ,TARRINA 1 BOLA (GRANDE)       ,TARRINA 1 BOLA (GRANDE)                                                                             ,120,5,,,1.90,,,,,,,
979,102       ,TARRINA 1 BOLA (PEQ)          ,TARRINA 1 BOLA (PEQ)                                                                                ,120,5,,,1.25,,,,,,,
980,62        ,TARRINA GRANDE (1/2 LITRO)    ,TARRINA GRANDE (1/2 LITRO)                                                                          ,120,5,,,4.80,,,,,,,
981,61        ,TARRINA MEDIANA (250CC)       ,TARRINA MEDIANA (250CC)                                                                             ,120,5,,,2.65,,,,,,,
982,60        ,TARRINA PEQUE¥A (165CC)       ,TARRINA PEQUE¥A (165CC)                                                                             ,120,5,,,1.90,,,,,,,
983,870       ,BIZCOCHO CON HELADO (BOLA 40) ,BIZCOCHO CON HELADO (BOLA 40)                                                                       ,130,5,,,0.95,,,,,,,
984,607       ,COPA FRESA                    ,COPA FRESA                                                                                          ,130,5,,,4.10,,,,,,,
985,606       ,COPA ANANAS                   ,COPA ANANAS                                                                                         ,130,5,,,4.10,,,,,,,
986,605       ,COPA KIWI                     ,COPA KIWI                                                                                           ,130,5,,,4.10,,,,,,,
987,604       ,COPA AVELLANA                 ,COPA AVELLANA                                                                                       ,130,5,,,4.10,,,,,,,
988,603       ,COPA COTON                    ,COPA COTON                                                                                          ,130,5,,,4.10,,,,,,,
989,602       ,COPA NUGAT                    ,COPA NUGAT                                                                                          ,130,5,,,4.10,,,,,,,
990,601       ,COPA BANANA                   ,COPA BANANA                                                                                         ,130,5,,,4.10,,,,,,,
991,406       ,COPA AL GUSTO                 ,COPA AL GUSTO                                                                                       ,130,5,,,3.80,,,,,,,
992,405       ,COPA CARIBE                   ,COPA CARIBE                                                                                         ,130,5,,,3.80,,,,,,,
993,404       ,COPA EVEREST                  ,COPA EVEREST                                                                                        ,130,5,,,3.80,,,,,,,
994,403       ,COPA CAPRICCIO                ,COPA CAPRICCIO                                                                                      ,130,5,,,3.80,,,,,,,
995,402       ,COPA DOS SABORES (MED)        ,COPA DOS SABORES (MED)                                                                              ,130,5,,,2.50,,,,,,,
